Mod:Item:MetaData, Localized Name
dawnoftimebuilder:grey_clay_tile, Grey Clay Tile (Nendo Tairu)
dawnoftimebuilder:mulberry_leaves, Mulberry Leaves
dawnoftimebuilder:silk_worm_hatchery, Silk Worm Hatchery
dawnoftimebuilder:silk_worms, Silk Worms
dawnoftimebuilder:camellia_leaves, Camellia Leaves (Chaba)
dawnoftimebuilder:tea_leaves, Tea Leaves (Chagara)
dawnoftimebuilder:silk_worm_eggs, Silk Worm Eggs
dawnoftimebuilder:silk_cocoons, Silk Cocoons
dawnoftimebuilder:silk, Silk
dawnoftimebuilder:japanese_light_armor_feet, Dō-maru Boots
dawnoftimebuilder:japanese_light_armor_chest, Dō-maru Chestplate
dawnoftimebuilder:japanese_light_armor_head, Dō-maru Helmet
dawnoftimebuilder:japanese_light_armor_legs, Dō-maru Leggings
dawnoftimebuilder:o_yoroi_armor_feet, O-Yoroi Boots
dawnoftimebuilder:o_yoroi_armor_chest, O-Yoroi Chestplate
dawnoftimebuilder:o_yoroi_armor_head, O-Yoroi Helmet
dawnoftimebuilder:o_yoroi_armor_legs, O-Yoroi Leggings
dawnoftimebuilder:pharaoh_armor_feet, Pharaohs Sandals
dawnoftimebuilder:pharaoh_armor_chest, Pharaohs Clothes
dawnoftimebuilder:pharaoh_armor_head, Pharaoh Headdress
dawnoftimebuilder:pharaoh_armor_legs, Pharaohs Shendyts
dawnoftimebuilder:raijin_armor_feet, Raijin Boots
dawnoftimebuilder:raijin_armor_chest, Raijin Chestplate
dawnoftimebuilder:raijin_armor_head, Raijin Helmet
dawnoftimebuilder:raijin_armor_legs, Raijin Leggings
dawnoftimebuilder:tachi_sword, Tachi
dawnoftimebuilder:iron_chain, Iron Chain
dawnoftimebuilder:path_gravel, Gravel Path
dawnoftimebuilder:path_stepping_stones, Stepping Stones Path
dawnoftimebuilder:path_cobbled, Slabbed Path
dawnoftimebuilder:path_ochre_tiles, Ochre Tiles Path
dawnoftimebuilder:path_dirt, Dirt Path
dawnoftimebuilder:path_gravel_slab, Gravel Path Slab
dawnoftimebuilder:path_stepping_stones_slab, Stepping Stones Path Slab
dawnoftimebuilder:path_cobbled_slab, Slabbed Path Slab
dawnoftimebuilder:path_ochre_tiles_slab, Ochre Tiles Path Slab
dawnoftimebuilder:path_dirt_slab, Dirt Path Slab
dawnoftimebuilder:rammed_dirt, Rammed Dirt
dawnoftimebuilder:thatch_wheat, Wheat Thatch
dawnoftimebuilder:thatch_wheat_stairs, Wheat Thatch Stairs
dawnoftimebuilder:thatch_wheat_slab, Wheat Thatch Slab
dawnoftimebuilder:thatch_wheat_edge, Wheat Thatch Edge
dawnoftimebuilder:thatch_bamboo, Bamboo Thatch
dawnoftimebuilder:thatch_bamboo_stairs, Bamboo Thatch Stairs
dawnoftimebuilder:thatch_bamboo_slab, Bamboo Thatch Slab
dawnoftimebuilder:thatch_bamboo_edge, Bamboo Thatch Edge
dawnoftimebuilder:fireplace, Open Fireplace
dawnoftimebuilder:cobbled_limestone, Cobbled Limestone
dawnoftimebuilder:flat_roof_tiles, Flat Roof Tile
dawnoftimebuilder:flat_roof_tiles_stairs, Flat Roof Tile Stairs
dawnoftimebuilder:flat_roof_tiles_slab, Flat Roof Tiles Slab
dawnoftimebuilder:flat_roof_tiles_edge, Flat Roof Tile Edge
dawnoftimebuilder:framed_rammed_dirt, Framed Rammed Dirt
dawnoftimebuilder:iron_portcullis, Portcullis
dawnoftimebuilder:lattice_glass, Lattice Glass
dawnoftimebuilder:lattice_glass_pane, Lattice Glass Pane
dawnoftimebuilder:lattice_oak_window, Lattice Oak Window
dawnoftimebuilder:limestone_brick, Limestone Brick
dawnoftimebuilder:limestone_brick_stairs, Limestone Brick Stairs
dawnoftimebuilder:limestone_brick_slab, Limestone Brick Slab
dawnoftimebuilder:limestone_brick_edge, Limestone Brick Edge
dawnoftimebuilder:limestone_brick_wall, Limestone Brick Wall
dawnoftimebuilder:limestone_chimney, Limestone Chimney
dawnoftimebuilder:limestone_fireplace, Limestone Fireplace
dawnoftimebuilder:oak_planks_edge, Oak Planks Edge
dawnoftimebuilder:oak_shutters, Large Oak Shutters
dawnoftimebuilder:oak_beam, Oak Beam
dawnoftimebuilder:oak_support_beam, Oak Support Beam
dawnoftimebuilder:oak_support_slab, Oak Support Slab
dawnoftimebuilder:small_oak_shutters, Small Oak Shutters
dawnoftimebuilder:oak_timber_frame, Oak Timber Frame
dawnoftimebuilder:oak_timber_frame_corner, Oak Timber Frame Corner
dawnoftimebuilder:oak_timber_frame_pillar, Oak Timber Frame Pillar
dawnoftimebuilder:oak_waxed_fence, Waxed Oak Fence
dawnoftimebuilder:oak_waxed_planks, Waxed Oak Planks
dawnoftimebuilder:oak_waxed_planks_stairs, Waxed Oak Stairs
dawnoftimebuilder:oak_waxed_planks_slab, Waxed Oak Slab
dawnoftimebuilder:oak_waxed_planks_edge, Waxed Oak Edge
dawnoftimebuilder:bamboo_drying_tray, Bamboo Drying Tray (Take Torei)
dawnoftimebuilder:camellia_seed, Camellia
dawnoftimebuilder:mulberry, Mulberry
dawnoftimebuilder:cast_iron_teapot:0, Grey Cast Iron Teapot (Gurē Kyūsu)
dawnoftimebuilder:cast_iron_teapot:1, Green Cast Iron Teapot (Midori kyūsu)
dawnoftimebuilder:cast_iron_teapot:2, Decorated Cast Iron Teapot (Hanayakana Kyūsu)
dawnoftimebuilder:cast_iron_teacup:0, Grey Cast Iron Teacup (Gurē Yunomi)
dawnoftimebuilder:cast_iron_teacup:1, Green Cast Iron Teacup (Midori Yunomi)
dawnoftimebuilder:cast_iron_teacup:2, Decorated Cast Iron Teacup (Hanayakana Yunomi)
dawnoftimebuilder:flowery_paper_wall, Flowery Paper Wall (Byōbu)
dawnoftimebuilder:paper_lamp, Paper Lamp (Andon)
dawnoftimebuilder:grey_roof_tiles, Grey Roof Tiles (Kawara)
dawnoftimebuilder:grey_roof_tiles_stairs, Grey Roof Tiles Stairs (Kawara Stairs)
dawnoftimebuilder:grey_roof_tiles_slab, Grey Roof Tiles Slab (Kawara Slab)
dawnoftimebuilder:grey_roof_tiles_edge, Grey Roof Tiles Edge (Kawara Edge)
dawnoftimebuilder:grey_roof_tiles_wall, Grey Roof Tiles Wall (Yane no Kabe)
dawnoftimebuilder:ikebana_flower_pot, Ikebana
dawnoftimebuilder:spruce_legless_chair, Spruce Legless Chair (Zabuton)
dawnoftimebuilder:little_flag, Little Flag (Noren)
dawnoftimebuilder:paper_door, Paper Door (Fusuma)
dawnoftimebuilder:paper_lantern, Paper Lantern (Akachōchin)
dawnoftimebuilder:paper_wall, Paper Wall (Shōji)
dawnoftimebuilder:paper_wall_flat, Paper Wall Flat (Futsū-shi no Kabe)
dawnoftimebuilder:paper_wall_window, Paper Wall Windows (Shisō)
dawnoftimebuilder:paper_folding_screen, Paper Folding Screen (Byōbu)
dawnoftimebuilder:red_painted_log, Red Painted Log
dawnoftimebuilder:rice, Rice
dawnoftimebuilder:small_tatami_mat, Small Tatami Mat (Hanjō)
dawnoftimebuilder:spruce_log_covered, Spruce Log Covered
dawnoftimebuilder:spruce_beam, Spruce Beam
dawnoftimebuilder:spruce_foundation, Spruce Foundation
dawnoftimebuilder:spruce_log_fence, Spruce Log Fence
dawnoftimebuilder:spruce_log_wall, Spruce Log Wall
dawnoftimebuilder:spruce_planks_edge, Spruce Plank Edge
dawnoftimebuilder:spruce_railing, Spruce Railing
dawnoftimebuilder:spruce_roof_support, Spruce Roof Support
dawnoftimebuilder:spruce_support_beam, Spruce Support Beam
dawnoftimebuilder:spruce_support_slab, Spruce Support Slab
dawnoftimebuilder:spruce_low_table, Spruce Low Table (Chabudai)
dawnoftimebuilder:spruce_timber_frame, Spruce Timber Frame (Shikkui Furēmu)
dawnoftimebuilder:spruce_timber_frame_pillar, Spruce Timber Frame Pillar (Shikkui no Hashira)
dawnoftimebuilder:stone_lantern, Stone Lantern (Tōrō)
dawnoftimebuilder:tatami_mat, Tatami Mat (Daimedatami)
dawnoftimebuilder:futon, Futon
dawnoftimebuilder:irori, Irori
dawnoftimebuilder:sake_bottle, Sake Bottle (Tokkuri)
dawnoftimebuilder:sake_cup, Sake Cup (Chirori)
dawnoftimebuilder:spruce_foundation_slab, Spruce Foundation Slab
dawnoftimebuilder:stick_bundle, Mulberry Stick Bundle
dawnoftimebuilder:chiseled_plastered_stone:0, Chiseled Plastered Stone
dawnoftimebuilder:chiseled_plastered_stone:1, Ornamented Chiseled Plastered Stone
dawnoftimebuilder:chiseled_plastered_stone:2, Green Chiseled Plastered Stone
dawnoftimebuilder:chiseled_plastered_stone:3, Green Ornamented Chiseled Plastered Stone
dawnoftimebuilder:chiseled_plastered_stone:4, Red Chiseled Plastered Stone
dawnoftimebuilder:chiseled_plastered_stone:5, Red Ornamented Chiseled Plastered Stone
dawnoftimebuilder:commelina, Commelina
dawnoftimebuilder:feathered_serpent_sculpture, Feathered Serpent Sculpture
dawnoftimebuilder:green_ornamented_plastered_stone_frieze, Green Ornamented Plastered Stone Frieze
dawnoftimebuilder:green_plastered_stone_frieze, Green Plastered Stone Frieze
dawnoftimebuilder:green_sculpted_plastered_stone_frieze, Green Sculpted Plastered Stone Frieze
dawnoftimebuilder:green_small_plastered_stone_frieze, Green Small Plastered Stone Frieze
dawnoftimebuilder:maize, Maize
dawnoftimebuilder:plastered_stone:0, Plastered Stone
dawnoftimebuilder:plastered_stone:1, Red Plastered Stone
dawnoftimebuilder:plastered_stone:2, Red Ornamented Plastered Stone
dawnoftimebuilder:plastered_stone_column, Plastered Stone Column
dawnoftimebuilder:plastered_stone_cresset, Plastered Stone Cresset
dawnoftimebuilder:plastered_stone_frieze, Plastered Stone Frieze
dawnoftimebuilder:plastered_stone_plate, Plastered Stone Plate
dawnoftimebuilder:plastered_stone_stairs, Plastered Stone Stairs
dawnoftimebuilder:plastered_stone_slab, Plastered Stone Slab
dawnoftimebuilder:plastered_stone_edge, Plastered Stone Edge
dawnoftimebuilder:plastered_stone_window, Plastered Stone Window
dawnoftimebuilder:red_ornamented_plastered_stone_frieze, Red Ornamented Plastered Stone Frieze
dawnoftimebuilder:red_plastered_stone_frieze, Red Plastered Stone Frieze
dawnoftimebuilder:red_plastered_stone_plate, Red Plastered Stone Plate
dawnoftimebuilder:red_plastered_stone_stairs, Red Plastered Stone Stairs
dawnoftimebuilder:red_plastered_stone_slab, Red Plastered Stone Slab
dawnoftimebuilder:red_plastered_stone_edge, Red Plastered Stone Edge
dawnoftimebuilder:red_sculpted_plastered_stone_frieze, Red Sculpted Plastered Stone Frieze
dawnoftimebuilder:red_small_plastered_stone_frieze, Red Small Plastered Stone Frieze
dawnoftimebuilder:serpent_sculpted_column, Serpent Sculpted Column
dawnoftimebuilder:stone_frieze, Stone Frieze
dawnoftimebuilder:ochre_roof_tiles, Ochre Roof Tiles
dawnoftimebuilder:ochre_roof_tiles_slab, Ochre Roof Tiles Slab
dawnoftimebuilder:sandstone_column, Sandstone Column
ebwizardry:arcane_workbench, Arcane Workbench
ebwizardry:crystal_ore, Crystal Ore
ebwizardry:crystal_flower, Crystal Flower
ebwizardry:transportation_stone, Stone of Transportation
ebwizardry:crystal_block:0, Block of Crystal
ebwizardry:crystal_block:1, Block of Fiery Crystal
ebwizardry:crystal_block:2, Block of Icy Crystal
ebwizardry:crystal_block:3, Block of Stormy Crystal
ebwizardry:crystal_block:4, Block of Dark Crystal
ebwizardry:crystal_block:5, Block of Verdant Crystal
ebwizardry:crystal_block:6, Block of Mystical Crystal
ebwizardry:crystal_block:7, Block of Radiant Crystal
ebwizardry:runestone:1, Runestone
ebwizardry:runestone:2, Runestone
ebwizardry:runestone:3, Runestone
ebwizardry:runestone:4, Runestone
ebwizardry:runestone:5, Runestone
ebwizardry:runestone:6, Runestone
ebwizardry:runestone:7, Runestone
ebwizardry:runestone_pedestal:1, Runestone Pedestal
ebwizardry:runestone_pedestal:2, Runestone Pedestal
ebwizardry:runestone_pedestal:3, Runestone Pedestal
ebwizardry:runestone_pedestal:4, Runestone Pedestal
ebwizardry:runestone_pedestal:5, Runestone Pedestal
ebwizardry:runestone_pedestal:6, Runestone Pedestal
ebwizardry:runestone_pedestal:7, Runestone Pedestal
ebwizardry:gilded_wood:0, Gilded Oak Wood
ebwizardry:gilded_wood:1, Gilded Spruce Wood
ebwizardry:gilded_wood:2, Gilded Birch Wood
ebwizardry:gilded_wood:3, Gilded Jungle Wood
ebwizardry:gilded_wood:4, Gilded Acacia Wood
ebwizardry:gilded_wood:5, Gilded Dark Oak Wood
ebwizardry:oak_bookshelf, Oak Bookshelf
ebwizardry:spruce_bookshelf, Spruce Bookshelf
ebwizardry:birch_bookshelf, Birch Bookshelf
ebwizardry:jungle_bookshelf, Jungle Bookshelf
ebwizardry:acacia_bookshelf, Acacia Bookshelf
ebwizardry:dark_oak_bookshelf, Dark Oak Bookshelf
ebwizardry:oak_lectern, Oak Lectern
ebwizardry:spruce_lectern, Spruce Lectern
ebwizardry:birch_lectern, Birch Lectern
ebwizardry:jungle_lectern, Jungle Lectern
ebwizardry:acacia_lectern, Acacia Lectern
ebwizardry:dark_oak_lectern, Dark Oak Lectern
ebwizardry:receptacle, Receptacle
ebwizardry:imbuement_altar, Imbuement Altar
ebwizardry:magic_crystal:0, Magic Crystal
ebwizardry:magic_crystal:1, Fiery Crystal
ebwizardry:magic_crystal:2, Icy Crystal
ebwizardry:magic_crystal:3, Stormy Crystal
ebwizardry:magic_crystal:4, Dark Crystal
ebwizardry:magic_crystal:5, Verdant Crystal
ebwizardry:magic_crystal:6, Mystical Crystal
ebwizardry:magic_crystal:7, Radiant Crystal
ebwizardry:crystal_shard, Magic Crystal Shard
ebwizardry:grand_crystal, Grand Magic Crystal
ebwizardry:wizard_handbook, The Wizard's Handbook
ebwizardry:arcane_tome:1, Tome of Arcana
ebwizardry:arcane_tome:2, Tome of Arcana
ebwizardry:arcane_tome:3, Tome of Arcana
ebwizardry:spell_book:1, Spell Book
ebwizardry:spell_book:2, Spell Book
ebwizardry:spell_book:3, Spell Book
ebwizardry:spell_book:4, Spell Book
ebwizardry:spell_book:5, Spell Book
ebwizardry:spell_book:6, Spell Book
ebwizardry:spell_book:7, Spell Book
ebwizardry:spell_book:8, Spell Book
ebwizardry:spell_book:9, Spell Book
ebwizardry:spell_book:10, Spell Book
ebwizardry:spell_book:11, Spell Book
ebwizardry:spell_book:12, Spell Book
ebwizardry:spell_book:13, Spell Book
ebwizardry:spell_book:14, Spell Book
ebwizardry:spell_book:15, Spell Book
ebwizardry:spell_book:16, Spell Book
ebwizardry:spell_book:17, Spell Book
ebwizardry:spell_book:18, Spell Book
ebwizardry:spell_book:19, Spell Book
ebwizardry:spell_book:20, Spell Book
ebwizardry:spell_book:21, Spell Book
ebwizardry:spell_book:22, Spell Book
ebwizardry:spell_book:23, Spell Book
ebwizardry:spell_book:24, Spell Book
ebwizardry:spell_book:25, Spell Book
ebwizardry:spell_book:26, Spell Book
ebwizardry:spell_book:27, Spell Book
ebwizardry:spell_book:28, Spell Book
ebwizardry:spell_book:29, Spell Book
ebwizardry:spell_book:30, Spell Book
ebwizardry:spell_book:31, Spell Book
ebwizardry:spell_book:32, Spell Book
ebwizardry:spell_book:33, Spell Book
ebwizardry:spell_book:34, Spell Book
ebwizardry:spell_book:35, Spell Book
ebwizardry:spell_book:36, Spell Book
ebwizardry:spell_book:37, Spell Book
ebwizardry:spell_book:38, Spell Book
ebwizardry:spell_book:39, Spell Book
ebwizardry:spell_book:40, Spell Book
ebwizardry:spell_book:41, Spell Book
ebwizardry:spell_book:42, Spell Book
ebwizardry:spell_book:43, Spell Book
ebwizardry:spell_book:44, Spell Book
ebwizardry:spell_book:45, Spell Book
ebwizardry:spell_book:46, Spell Book
ebwizardry:spell_book:47, Spell Book
ebwizardry:spell_book:48, Spell Book
ebwizardry:spell_book:49, Spell Book
ebwizardry:spell_book:50, Spell Book
ebwizardry:spell_book:51, Spell Book
ebwizardry:spell_book:52, Spell Book
ebwizardry:spell_book:53, Spell Book
ebwizardry:spell_book:54, Spell Book
ebwizardry:spell_book:55, Spell Book
ebwizardry:spell_book:56, Spell Book
ebwizardry:spell_book:57, Spell Book
ebwizardry:spell_book:58, Spell Book
ebwizardry:spell_book:59, Spell Book
ebwizardry:spell_book:60, Spell Book
ebwizardry:spell_book:61, Spell Book
ebwizardry:spell_book:62, Spell Book
ebwizardry:spell_book:63, Spell Book
ebwizardry:spell_book:64, Spell Book
ebwizardry:spell_book:65, Spell Book
ebwizardry:spell_book:66, Spell Book
ebwizardry:spell_book:67, Spell Book
ebwizardry:spell_book:68, Spell Book
ebwizardry:spell_book:69, Spell Book
ebwizardry:spell_book:70, Spell Book
ebwizardry:spell_book:71, Spell Book
ebwizardry:spell_book:72, Spell Book
ebwizardry:spell_book:73, Spell Book
ebwizardry:spell_book:74, Spell Book
ebwizardry:spell_book:75, Spell Book
ebwizardry:spell_book:76, Spell Book
ebwizardry:spell_book:77, Spell Book
ebwizardry:spell_book:78, Spell Book
ebwizardry:spell_book:79, Spell Book
ebwizardry:spell_book:80, Spell Book
ebwizardry:spell_book:81, Spell Book
ebwizardry:spell_book:82, Spell Book
ebwizardry:spell_book:83, Spell Book
ebwizardry:spell_book:84, Spell Book
ebwizardry:spell_book:85, Spell Book
ebwizardry:spell_book:86, Spell Book
ebwizardry:spell_book:87, Spell Book
ebwizardry:spell_book:88, Spell Book
ebwizardry:spell_book:89, Spell Book
ebwizardry:spell_book:90, Spell Book
ebwizardry:spell_book:91, Spell Book
ebwizardry:spell_book:92, Spell Book
ebwizardry:spell_book:93, Spell Book
ebwizardry:spell_book:94, Spell Book
ebwizardry:spell_book:95, Spell Book
ebwizardry:spell_book:96, Spell Book
ebwizardry:spell_book:97, Spell Book
ebwizardry:spell_book:98, Spell Book
ebwizardry:spell_book:99, Spell Book
ebwizardry:spell_book:100, Spell Book
ebwizardry:spell_book:101, Spell Book
ebwizardry:spell_book:102, Spell Book
ebwizardry:spell_book:103, Spell Book
ebwizardry:spell_book:104, Spell Book
ebwizardry:spell_book:105, Spell Book
ebwizardry:spell_book:106, Spell Book
ebwizardry:spell_book:107, Spell Book
ebwizardry:spell_book:108, Spell Book
ebwizardry:spell_book:109, Spell Book
ebwizardry:spell_book:110, Spell Book
ebwizardry:spell_book:111, Spell Book
ebwizardry:spell_book:112, Spell Book
ebwizardry:spell_book:113, Spell Book
ebwizardry:spell_book:114, Spell Book
ebwizardry:spell_book:115, Spell Book
ebwizardry:spell_book:116, Spell Book
ebwizardry:spell_book:117, Spell Book
ebwizardry:spell_book:118, Spell Book
ebwizardry:spell_book:119, Spell Book
ebwizardry:spell_book:120, Spell Book
ebwizardry:spell_book:121, Spell Book
ebwizardry:spell_book:122, Spell Book
ebwizardry:spell_book:123, Spell Book
ebwizardry:spell_book:124, Spell Book
ebwizardry:spell_book:125, Spell Book
ebwizardry:spell_book:126, Spell Book
ebwizardry:spell_book:127, Spell Book
ebwizardry:spell_book:128, Spell Book
ebwizardry:spell_book:129, Spell Book
ebwizardry:spell_book:130, Spell Book
ebwizardry:spell_book:131, Spell Book
ebwizardry:spell_book:132, Spell Book
ebwizardry:spell_book:133, Spell Book
ebwizardry:spell_book:134, Spell Book
ebwizardry:spell_book:135, Spell Book
ebwizardry:spell_book:136, Spell Book
ebwizardry:spell_book:137, Spell Book
ebwizardry:spell_book:138, Spell Book
ebwizardry:spell_book:139, Spell Book
ebwizardry:spell_book:140, Spell Book
ebwizardry:spell_book:141, Spell Book
ebwizardry:spell_book:142, Spell Book
ebwizardry:spell_book:143, Spell Book
ebwizardry:spell_book:144, Spell Book
ebwizardry:spell_book:145, Spell Book
ebwizardry:spell_book:146, Spell Book
ebwizardry:spell_book:147, Spell Book
ebwizardry:spell_book:148, Spell Book
ebwizardry:spell_book:149, Spell Book
ebwizardry:spell_book:150, Spell Book
ebwizardry:spell_book:151, Spell Book
ebwizardry:spell_book:152, Spell Book
ebwizardry:spell_book:153, Spell Book
ebwizardry:spell_book:154, Spell Book
ebwizardry:spell_book:155, Spell Book
ebwizardry:spell_book:156, Spell Book
ebwizardry:spell_book:157, Spell Book
ebwizardry:spell_book:158, Spell Book
ebwizardry:spell_book:159, Spell Book
ebwizardry:spell_book:160, Spell Book
ebwizardry:spell_book:161, Spell Book
ebwizardry:spell_book:162, Spell Book
ebwizardry:spell_book:163, Spell Book
ebwizardry:spell_book:164, Spell Book
ebwizardry:spell_book:165, Spell Book
ebwizardry:spell_book:166, Spell Book
ebwizardry:spell_book:167, Spell Book
ebwizardry:spell_book:168, Spell Book
ebwizardry:spell_book:169, Spell Book
ebwizardry:spell_book:170, Spell Book
ebwizardry:spell_book:171, Spell Book
ebwizardry:spell_book:172, Spell Book
ebwizardry:spell_book:173, Spell Book
ebwizardry:spell_book:174, Spell Book
ebwizardry:spell_book:175, Spell Book
ebwizardry:spell_book:176, Spell Book
ebwizardry:spell_book:177, Spell Book
